branch_id,day,metric,p10,p50,p90,mean,standard_deviation
mobility_support,28,health_system_load,0.17319902415721078,0.17322431429450777,0.17324960443180476,0.17322431429450777,3.1612671621245036e-05
mobility_support,28,rumor_belief,0.015137708613959796,0.015612636571234373,0.01608756452850895,0.015612636571234373,0.0005936599465932221
mobility_support,28,stress,0.49158528580203925,0.49207272204330665,0.4925601582845741,0.49207272204330665,0.000609295301584295
mobility_support,28,commute_minutes,21.60745198504583,21.607672747947344,21.607893510848857,21.607672747947344,0.00027595362688970226
mobility_support,28,policy_cost_100m_cny,5.169230769230771,5.169230769230771,5.169230769230771,5.169230769230771,0.0
mobility_support,29,life_satisfaction,0.09166063605597584,0.09190238875263512,0.09214414144929442,0.09190238875263512,0.00030219087082410806
mobility_support,29,government_trust,0.4789309838804074,0.47932299904350817,0.47971501420660895,0.47932299904350817,0.0004900189538759592
mobility_support,29,economic_confidence,0.26293907405661576,0.26302910794058676,0.2631191418245578,0.26302910794058676,0.0001125423549638016
mobility_support,29,consumption_index,0.08828958088976074,0.08848200680205867,0.08867443271435659,0.08848200680205867,0.00024053239037239577
mobility_support,29,employment_rate,0.5587327939549382,0.5587939824972752,0.558855171039612,0.5587939824972752,7.648567792112315e-05
mobility_support,29,congestion_index,0.32800961293469943,0.3280373377103665,0.32806506248603357,0.3280373377103665,3.465596958382444e-05
mobility_support,29,health_system_load,0.16838606536951323,0.1684083206903345,0.1684305760111558,0.1684083206903345,2.7819151026620137e-05
mobility_support,29,rumor_belief,0.012026307581293671,0.012403671334418068,0.012781035087542462,0.012403671334418068,0.00047170469140549436
mobility_support,29,stress,0.48548250909421503,0.48593504518637964,0.4863875812785442,0.48593504518637964,0.0005656701152057242
mobility_support,29,commute_minutes,21.607512328720325,21.60769554900775,21.607878769295176,21.60769554900775,0.00022902535928182033
mobility_support,29,policy_cost_100m_cny,5.384615384615387,5.384615384615387,5.384615384615387,5.384615384615387,0.0
mobility_support,30,life_satisfaction,0.0911270869328146,0.09136676853086001,0.09160645012890543,0.09136676853086001,0.0002996019975567768
mobility_support,30,government_trust,0.47771778232708667,0.47809433841364346,0.47847089450020025,0.47809433841364346,0.00047069510819597316
mobility_support,30,economic_confidence,0.26086087251784856,0.2609486833760676,0.2610364942342866,0.2609486833760676,0.00010976357277375781
mobility_support,30,consumption_index,0.08834270612002594,0.08852950422958765,0.08871630233914936,0.08852950422958765,0.00023349763695214298
mobility_support,30,employment_rate,0.558766717623253,0.5588369740839958,0.5589072305447385,0.5588369740839958,8.782057592843229e-05
mobility_support,30,congestion_index,0.32799591248984744,0.32802791742998816,0.3280599223701289,0.32802791742998816,4.000617517591065e-05
mobility_support,30,health_system_load,0.16415066163633915,0.1641702463186619,0.16418983100098464,0.1641702463186619,2.4480852903435713e-05
mobility_support,30,rumor_belief,0.009556440391956928,0.009856349192017284,0.01015625799207764,0.009856349192017284,0.0003748860000754445
mobility_support,30,stress,0.4799844083214312,0.4804030454543595,0.4808216825872879,0.4804030454543595,0.0005232964161604736
mobility_support,30,commute_minutes,21.607420415450008,21.60763357250594,21.607846729561867,21.60763357250594,0.0002664463199106848
